+1.334910055E+03,-3.134492526E+00,+0,+0
+1.333128597E+03,-3.108595398E+00,+0,+0
+1.331472410E+03,-3.080566987E+00,+0,+0
+1.330006755E+03,-3.061980808E+00,+0,+0
+1.328514791E+03,-3.043925096E+00,+0,+0
+1.327040272E+03,-3.029049135E+00,+0,+0
+1.325684806E+03,-3.011422927E+00,+0,+0
+1.324362519E+03,-2.999696259E+00,+0,+0
+1.323107402E+03,-2.991381430E+00,+0,+0
+1.321936304E+03,-2.983465236E+00,+0,+0
+1.320713903E+03,-2.980819587E+00,+0,+0
+1.319299917E+03,-2.978537896E+00,+0,+0
+1.318019729E+03,-2.973823374E+00,+0,+0
+1.317131900E+03,-2.976070651E+00,+0,+0
+1.315867070E+03,-2.976165134E+00,+0,+0
+1.314698562E+03,-2.974284537E+00,+0,+0
+1.313535638E+03,-2.991504807E+00,+0,+0
+1.312877573E+03,-2.984407363E+00,+0,+0
+1.311623171E+03,-3.023631896E+00,+0,+0
+1.310741120E+03,-3.035491521E+00,+0,+0
+1.309687962E+03,-3.038402791E+00,+0,+0
+1.308024231E+03,-3.051928927E+00,+0,+0
+1.307057132E+03,-3.081437854E+00,+0,+0
+1.306105669E+03,-3.114002509E+00,+0,+0
+1.305069733E+03,-3.146199798E+00,+0,+0
+1.303963414E+03,-3.179606850E+00,+0,+0
+1.302933249E+03,-3.213817608E+00,+0,+0
+1.301823505E+03,-3.251982314E+00,+0,+0
+1.300751965E+03,-3.297481284E+00,+0,+0
+1.299733492E+03,-3.344155866E+00,+0,+0
+1.298547191E+03,-3.392684553E+00,+0,+0
+1.297597472E+03,-3.441435104E+00,+0,+0
+1.296443789E+03,-3.517843894E+00,+0,+0
+1.295411472E+03,-3.569930393E+00,+0,+0
+1.294330221E+03,-3.639923271E+00,+0,+0
+1.293151789E+03,-3.715096473E+00,+0,+0
+1.291987259E+03,-3.787337302E+00,+0,+0
+1.290813699E+03,-3.872384573E+00,+0,+0
+1.289584475E+03,-3.952979323E+00,+0,+0
+1.288139722E+03,-4.052253193E+00,+0,+0
+1.286881047E+03,-4.147640795E+00,+0,+0
+1.285521210E+03,-4.247780094E+00,+0,+0
+1.284158603E+03,-4.353605776E+00,+0,+0
+1.282764553E+03,-4.463966776E+00,+0,+0
+1.281372777E+03,-4.579306445E+00,+0,+0
+1.279951424E+03,-4.701462384E+00,+0,+0
+1.278393708E+03,-4.829896184E+00,+0,+0
+1.276758143E+03,-4.966601908E+00,+0,+0
+1.275090579E+03,-5.105629310E+00,+0,+0
+1.273451019E+03,-5.253134109E+00,+0,+0
+1.271772084E+03,-5.407233084E+00,+0,+0
+1.269922221E+03,-5.567069248E+00,+0,+0
+1.268014460E+03,-5.735514166E+00,+0,+0
+1.266103561E+03,-5.911106124E+00,+0,+0
+1.264094431E+03,-6.095485960E+00,+0,+0
+1.261953728E+03,-6.286818802E+00,+0,+0
+1.259799480E+03,-6.483257256E+00,+0,+0
+1.257483247E+03,-6.691331266E+00,+0,+0
+1.255140967E+03,-6.907193537E+00,+0,+0
+1.252655778E+03,-7.130183470E+00,+0,+0
+1.250090381E+03,-7.362512391E+00,+0,+0
+1.247409298E+03,-7.604085685E+00,+0,+0
+1.244571712E+03,-7.854126712E+00,+0,+0
+1.241633834E+03,-8.114101905E+00,+0,+0
+1.238562094E+03,-8.383934966E+00,+0,+0
+1.235331980E+03,-8.664696397E+00,+0,+0
+1.232004337E+03,-8.954374571E+00,+0,+0
+1.228481558E+03,-9.254212368E+00,+0,+0
+1.224851211E+03,-9.564603284E+00,+0,+0
+1.221047861E+03,-9.885103412E+00,+0,+0
+1.217096240E+03,-1.021925878E+01,+0,+0
+1.212944541E+03,-1.056238532E+01,+0,+0
+1.208625089E+03,-1.091705139E+01,+0,+0
