+1.115995894E+03,-1.359478734E-01,+0,+0
+1.115617071E+03,-8.532128730E-02,+0,+0
+1.115668968E+03,-1.722725765E-01,+0,+0
+1.115694112E+03,-3.012530128E-01,+0,+0
+1.115754566E+03,-4.324721990E-01,+0,+0
+1.115824712E+03,-5.477627162E-01,+0,+0
+1.115927362E+03,-6.277921138E-01,+0,+0
+1.116044754E+03,-7.457132054E-01,+0,+0
+1.116176370E+03,-8.595253436E-01,+0,+0
+1.116334877E+03,-9.698561792E-01,+0,+0
+1.116490855E+03,-1.078894666E+00,+0,+0
+1.116684663E+03,-1.194006730E+00,+0,+0
+1.116901719E+03,-1.310354455E+00,+0,+0
+1.117142545E+03,-1.421537135E+00,+0,+0
+1.117400549E+03,-1.555155254E+00,+0,+0
+1.117684578E+03,-1.690881444E+00,+0,+0
+1.117971234E+03,-1.825887480E+00,+0,+0
+1.118306311E+03,-1.985470118E+00,+0,+0
+1.118658804E+03,-2.139099394E+00,+0,+0
+1.119019642E+03,-2.303197785E+00,+0,+0
+1.119416971E+03,-2.489642259E+00,+0,+0
+1.119817233E+03,-2.676456558E+00,+0,+0
+1.120247135E+03,-2.889432195E+00,+0,+0
+1.120696752E+03,-3.111916828E+00,+0,+0
+1.121179756E+03,-3.354859275E+00,+0,+0
+1.121682531E+03,-3.613704656E+00,+0,+0
+1.122188579E+03,-3.896484341E+00,+0,+0
+1.122713057E+03,-4.183324829E+00,+0,+0
+1.123265125E+03,-4.507066896E+00,+0,+0
+1.123826241E+03,-4.843422142E+00,+0,+0
+1.124385222E+03,-5.209801415E+00,+0,+0
+1.124970944E+03,-5.581094012E+00,+0,+0
+1.125564705E+03,-5.977527086E+00,+0,+0
+1.126180730E+03,-6.429730206E+00,+0,+0
+1.126804356E+03,-6.880567889E+00,+0,+0
+1.127431705E+03,-7.332601936E+00,+0,+0
+1.128070636E+03,-7.843909848E+00,+0,+0
+1.128727777E+03,-8.321247050E+00,+0,+0
+1.129381242E+03,-8.879889927E+00,+0,+0
+1.130040614E+03,-9.453023029E+00,+0,+0
+1.130722910E+03,-1.002197910E+01,+0,+0
+1.131388553E+03,-1.063723081E+01,+0,+0
+1.132088658E+03,-1.129471797E+01,+0,+0
+1.132805108E+03,-1.196924532E+01,+0,+0
+1.133489160E+03,-1.263371217E+01,+0,+0
+1.134198673E+03,-1.335822268E+01,+0,+0
+1.134932119E+03,-1.409367022E+01,+0,+0
+1.135672968E+03,-1.487743394E+01,+0,+0
+1.136396575E+03,-1.568580008E+01,+0,+0
+1.137123990E+03,-1.650832112E+01,+0,+0
+1.116002809E+03,-1.655878556E-01,+0,+0
+1.115641225E+03,-9.353749998E-02,+0,+0
+1.115699852E+03,-1.761204635E-01,+0,+0
+1.115697849E+03,-3.023078717E-01,+0,+0
+1.115764321E+03,-4.397619526E-01,+0,+0
+1.115848051E+03,-5.501673726E-01,+0,+0
+1.115957693E+03,-6.408950122E-01,+0,+0
+1.116065730E+03,-7.434377276E-01,+0,+0
+1.116195439E+03,-8.774893376E-01,+0,+0
+1.116348198E+03,-9.775358918E-01,+0,+0
+1.116507122E+03,-1.080793698E+00,+0,+0
+1.116712484E+03,-1.202483539E+00,+0,+0
+1.116922800E+03,-1.317321467E+00,+0,+0
+1.117165704E+03,-1.431616544E+00,+0,+0
+1.117417962E+03,-1.554938603E+00,+0,+0
+1.117694983E+03,-1.704213009E+00,+0,+0
+1.117985437E+03,-1.842041961E+00,+0,+0
+1.118322721E+03,-1.987686676E+00,+0,+0
+1.118663378E+03,-2.155205844E+00,+0,+0
+1.119031150E+03,-2.310888419E+00,+0,+0
+1.119440480E+03,-2.500768017E+00,+0,+0
+1.119839597E+03,-2.682769950E+00,+0,+0
+1.120265160E+03,-2.907395726E+00,+0,+0
+1.120713998E+03,-3.124470970E+00,+0,+0
+1.121192335E+03,-3.373942953E+00,+0,+0
+1.121703957E+03,-3.634256008E+00,+0,+0
+1.122211212E+03,-3.913814914E+00,+0,+0
+1.122725901E+03,-4.212902906E+00,+0,+0
+1.123260908E+03,-4.526319240E+00,+0,+0
+1.123835413E+03,-4.876948735E+00,+0,+0
+1.124391619E+03,-5.239117707E+00,+0,+0
+1.124990626E+03,-5.616164552E+00,+0,+0
+1.125591391E+03,-5.997873613E+00,+0,+0
+1.126188938E+03,-6.447172172E+00,+0,+0
+1.126831986E+03,-6.896507245E+00,+0,+0
+1.127434818E+03,-7.375773691E+00,+0,+0
+1.128088772E+03,-7.878282469E+00,+0,+0
+1.128751803E+03,-8.373620099E+00,+0,+0
+1.129397533E+03,-8.921094546E+00,+0,+0
+1.130066126E+03,-9.472649743E+00,+0,+0
+1.130747870E+03,-1.008977199E+01,+0,+0
+1.131409152E+03,-1.067400694E+01,+0,+0
+1.132113233E+03,-1.132200086E+01,+0,+0
+1.132817951E+03,-1.199989892E+01,+0,+0
+1.133528654E+03,-1.268402332E+01,+0,+0
+1.134217668E+03,-1.342161720E+01,+0,+0
+1.134954456E+03,-1.413977132E+01,+0,+0
+1.135698306E+03,-1.492078144E+01,+0,+0
+1.136411282E+03,-1.573005169E+01,+0,+0
+1.137149859E+03,-1.654954373E+01,+0,+0
