+1.163225676E+03,-1.710394846E-01,+0,+0
+1.162841982E+03,-8.196922079E-02,+0,+0
+1.162887312E+03,-1.574937016E-01,+0,+0
+1.162898373E+03,-2.930116912E-01,+0,+0
+1.162974639E+03,-4.185220711E-01,+0,+0
+1.163071844E+03,-5.156144757E-01,+0,+0
+1.163181390E+03,-6.145664024E-01,+0,+0
+1.163309534E+03,-7.216230844E-01,+0,+0
+1.163437946E+03,-8.370691443E-01,+0,+0
+1.163595048E+03,-9.454004720E-01,+0,+0
+1.163762596E+03,-1.047727614E+00,+0,+0
+1.163969155E+03,-1.159761397E+00,+0,+0
+1.164199525E+03,-1.275311755E+00,+0,+0
+1.164437917E+03,-1.395676357E+00,+0,+0
+1.164709098E+03,-1.517097783E+00,+0,+0
+1.165011481E+03,-1.650644814E+00,+0,+0
+1.165313944E+03,-1.802893830E+00,+0,+0
+1.165647693E+03,-1.940373078E+00,+0,+0
+1.166019536E+03,-2.105706142E+00,+0,+0
+1.166405949E+03,-2.261640120E+00,+0,+0
+1.166819274E+03,-2.450737494E+00,+0,+0
+1.167231930E+03,-2.644430050E+00,+0,+0
+1.167699011E+03,-2.853885529E+00,+0,+0
+1.168171772E+03,-3.083311967E+00,+0,+0
+1.168659889E+03,-3.329025799E+00,+0,+0
+1.169180594E+03,-3.586918010E+00,+0,+0
+1.169707158E+03,-3.880082183E+00,+0,+0
+1.170255868E+03,-4.178600120E+00,+0,+0
+1.170819586E+03,-4.500422546E+00,+0,+0
+1.171413272E+03,-4.852852659E+00,+0,+0
+1.172004314E+03,-5.219098345E+00,+0,+0
+1.172632689E+03,-5.609993010E+00,+0,+0
+1.173238750E+03,-6.010122452E+00,+0,+0
+1.173863792E+03,-6.460191350E+00,+0,+0
+1.174528919E+03,-6.927963577E+00,+0,+0
+1.175183895E+03,-7.404181501E+00,+0,+0
+1.175829823E+03,-7.923411993E+00,+0,+0
+1.176509938E+03,-8.444524944E+00,+0,+0
+1.177218167E+03,-9.001498913E+00,+0,+0
+1.177908156E+03,-9.594190792E+00,+0,+0
+1.178612976E+03,-1.016665314E+01,+0,+0
+1.179315887E+03,-1.082517298E+01,+0,+0
+1.180047406E+03,-1.146680337E+01,+0,+0
+1.180762847E+03,-1.219198126E+01,+0,+0
+1.181491401E+03,-1.288675073E+01,+0,+0
+1.182244234E+03,-1.361034335E+01,+0,+0
+1.182994603E+03,-1.437831550E+01,+0,+0
+1.183768956E+03,-1.520257847E+01,+0,+0
+1.184508021E+03,-1.602457834E+01,+0,+0
+1.185281329E+03,-1.687522234E+01,+0,+0
