+1.284613288E+03,-1.980274598E-01,+0,+0
+1.284185284E+03,-9.677180440E-02,+0,+0
+1.284233323E+03,-1.740709643E-01,+0,+0
+1.284279466E+03,-3.133637893E-01,+0,+0
+1.284356760E+03,-4.374346718E-01,+0,+0
+1.284433492E+03,-5.590268384E-01,+0,+0
+1.284539657E+03,-6.501761405E-01,+0,+0
+1.284661764E+03,-7.646074055E-01,+0,+0
+1.284807401E+03,-8.858593026E-01,+0,+0
+1.284978488E+03,-9.997447270E-01,+0,+0
+1.285177387E+03,-1.108865267E+00,+0,+0
+1.285402492E+03,-1.231670033E+00,+0,+0
+1.285655953E+03,-1.354800036E+00,+0,+0
+1.285921266E+03,-1.478026954E+00,+0,+0
+1.286218302E+03,-1.611125529E+00,+0,+0
+1.286531283E+03,-1.749489792E+00,+0,+0
+1.286870029E+03,-1.905610352E+00,+0,+0
+1.287243933E+03,-2.058394839E+00,+0,+0
+1.287649318E+03,-2.230223600E+00,+0,+0
+1.288061768E+03,-2.404459834E+00,+0,+0
+1.288526565E+03,-2.603701268E+00,+0,+0
+1.289003919E+03,-2.813524284E+00,+0,+0
+1.289495028E+03,-3.046150952E+00,+0,+0
+1.290020478E+03,-3.285951539E+00,+0,+0
+1.290567643E+03,-3.556331825E+00,+0,+0
+1.291139097E+03,-3.856781960E+00,+0,+0
+1.291744018E+03,-4.159296029E+00,+0,+0
+1.292356805E+03,-4.497616403E+00,+0,+0
+1.292983214E+03,-4.856326979E+00,+0,+0
+1.293635308E+03,-5.223637546E+00,+0,+0
+1.294282870E+03,-5.637421308E+00,+0,+0
+1.294955397E+03,-6.063059174E+00,+0,+0
+1.295646790E+03,-6.519864032E+00,+0,+0
+1.296329723E+03,-7.027727052E+00,+0,+0
+1.297056348E+03,-7.520064355E+00,+0,+0
+1.297790171E+03,-8.049233068E+00,+0,+0
+1.298536486E+03,-8.590853097E+00,+0,+0
+1.299292550E+03,-9.171052034E+00,+0,+0
+1.300050585E+03,-9.800993103E+00,+0,+0
+1.300831123E+03,-1.044876512E+01,+0,+0
+1.301623683E+03,-1.107440297E+01,+0,+0
+1.302415917E+03,-1.178435323E+01,+0,+0
+1.303205714E+03,-1.250043321E+01,+0,+0
+1.304009792E+03,-1.326199408E+01,+0,+0
+1.304842861E+03,-1.405644733E+01,+0,+0
+1.305668139E+03,-1.485758958E+01,+0,+0
+1.306511624E+03,-1.569326188E+01,+0,+0
+1.307354879E+03,-1.659062988E+01,+0,+0
+1.308192174E+03,-1.749123408E+01,+0,+0
+1.309029907E+03,-1.844982943E+01,+0,+0
